timestamp,run_id,suite,method_id,agent_name,task_id,iteration,sample_id,model,temperature,prompt_hash,question_hash,prompt_tokens,completion_tokens,total_tokens,estimated_prompt_tokens,estimated_completion_tokens,latency_seconds,cache_hit,error_type,estimated_cost,method
2026-07-06T12:43:01Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,3,deepseek-chat,0.6,2ab55b53b48de31501d391e4505d5f08943706b6332fcd412bd6262c9c64f203,ca57cd6622e9376e622d4942ae59b70818b3992be3d9bf9032632c26435fd22f,391,36,427,432,36,2.210763,False,,0.0,cot_fs
2026-07-06T12:43:01Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,1,deepseek-chat,0.6,95720295996a12646c09e8218aca73f1a745735ad8b4b4012cb7c3ad091052c8,4b4d9cf4ab584d98d4013f22628af1ae3b96f4aa804220f744a91f8bb4998b4e,382,54,436,426,54,2.393955,False,,0.0,cot_fs
2026-07-06T12:43:01Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,0,deepseek-chat,0.6,d01482dc420f4473ab085a27f0c4aa5ce91ab4bf88383db99b863e8358dbce99,d5d495028e00bd429b35b8aeed9ff4527348680e0153ffe0ade28ec4729cc985,383,53,436,430,53,2.668036,False,,0.0,cot_fs
2026-07-06T12:43:02Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,2,deepseek-chat,0.6,7f072ec3f25ced598b77c6117fedeafa551e8e02ec7a5edfe04b1b30fcc6f7fa,aaf47cda56f320e00a893f109d8bef05f81bef88e0646a2dfedc05620fb89ba8,385,63,448,439,63,2.913151,False,,0.0,cot_fs
2026-07-06T12:43:03Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,6,deepseek-chat,0.6,37ac4b58ae9dd25f8123c9d6b3aaf8f9b6b41389bc9d807bea9f577b07651af9,273d3ab39d65eadf603697b16b3061c2921a6253339862520e8b1d98447a1f6b,386,36,422,426,36,1.78004,False,,0.0,cot_fs
2026-07-06T12:43:04Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,7,deepseek-chat,0.6,a427100b448e65fdd76374d97f3a32bee376cb3059b6d650af3c98887981c995,2646f155b13f2cc0d935559b56631ff0ff42721531664f060419270e42c18aa6,389,56,445,437,56,2.408622,False,,0.0,cot_fs
2026-07-06T12:43:04Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,5,deepseek-chat,0.6,51813b19362fcc64671106549440708f2e047039c6b85612f0f249d60e5731d6,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,404,86,490,442,86,2.973656,False,,0.0,cot_fs
2026-07-06T12:43:04Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,4,deepseek-chat,0.6,035ccf04bb0481d4a8727d6568bb9ac3288ea45cfd9e1eb02c212674cefe2a58,e5ea73458c15216da1433eb90dee13dd59e142b50b4277f2510ddd1340e29ebd,400,94,494,444,94,3.183588,False,,0.0,cot_fs
2026-07-06T12:43:05Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,8,deepseek-chat,0.6,08cec7c5f2fccad96f11e30b4aabbbc169c5b38775529ea8745a14f84b5f2539,ed67f1139c2c6c0509ae5d40335c4ee3926b021c74b3da176f9fd3c4830d9b9c,382,29,411,423,29,1.66703,False,,0.0,cot_fs
2026-07-06T12:43:07Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,9,deepseek-chat,0.6,5d7d480d6810773c07643cf379f5cb259200621705a6c1b79c9b0344d3011ef4,be306a54d5fd78716f8762885f9f374ce1a0cb9d213a29b3bc84e6c4708d4e55,388,32,420,428,32,3.475254,False,,0.0,cot_fs
2026-07-06T12:43:08Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,11,deepseek-chat,0.6,e379563abe77d2998f668fdbf62b78fed5c802f3b21c2e5096e7b3ca048cd8e5,b0e1cd597bbe93388c904ea21d6cb9127209e8d692ed0d4857144d6f7aca4582,388,58,446,434,58,4.091855,False,,0.0,cot_fs
2026-07-06T12:43:08Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,10,deepseek-chat,0.6,828e1c7bb817bda9c27cb131603dcc61e2d320220b387549c8e47e6f2a97d13e,3d8ab24c25c457125571c779af965e2dea4d9a502b2e4484b99b2f83ba2e9167,392,78,470,439,78,4.202063,False,,0.0,cot_fs
2026-07-06T12:43:11Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,12,deepseek-chat,0.6,040addbfcd3b2f3119134c594f736b3c859ff3e876d2863b99913fbb2e15eb5a,13bc39c926081f04b8e256af08f7faaabead9f5bee36b7b3c007442fdfeec024,388,48,436,430,48,6.249586,False,,0.0,cot_fs
2026-07-06T12:43:14Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,13,deepseek-chat,0.6,ca199e1d95c1d8e7ac2db233ff1c2402a7eeb1ff76d16e3ab5f5df0fd354a4a8,e900edf6c34c03dad91c415993a3d990a9ac51e6651f1834a370ed6b88271ebd,384,41,425,425,41,6.887803,False,,0.0,cot_fs
2026-07-06T12:43:14Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,15,deepseek-chat,0.6,312f43235c497dcf3e91912dac8ad903f816e754e72290a48d9938cf4431c0c5,54384438feba7220fd1378ac807d458a542217a63e2543ae22124b8e5b249b5c,386,49,435,426,49,6.219766,False,,0.0,cot_fs
2026-07-06T12:43:15Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,14,deepseek-chat,0.6,49fb7dc2bf4f882613c8dc7d28ed586f15bbff576497aa1019ebd5140f07fd27,fbbd3582494dc27df855c357d0230da04e92ef5128eb1e88faae7610cad7c9c3,382,55,437,424,55,6.364362,False,,0.0,cot_fs
2026-07-06T12:43:15Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,16,deepseek-chat,0.6,4a2ac2679561c35bd100beaef7eb53df10860255d180010850db81b93589ea3f,336c5214ed9dc2195afc62857d20c59c336688efb3a31e70ec50655e4f418797,385,72,457,427,72,4.438102,False,,0.0,cot_fs
2026-07-06T12:43:18Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,19,deepseek-chat,0.6,43fc473ac8b16ab222cd1ce7406ad2ed4498edeb75767576aecfdfd593f904be,758305e576fdd7737d8e7caf48069586f4aef1c182440a72ae2177dfeb9dfbeb,387,44,431,436,44,3.00502,False,,0.0,cot_fs
2026-07-06T12:43:18Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,17,deepseek-chat,0.6,20411e7818bd9b1529be89a359e466606d9b1aa07831340911e6f4b7e341a76e,a3d6b6e1a6f9e7c742c569a6e2b098301967c27ff61815cbb82f1776519a2700,382,71,453,423,71,3.263528,False,,0.0,cot_fs
2026-07-06T12:43:18Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,18,deepseek-chat,0.6,cc6cfcefd2ffacd0b3c78468db929baaa3621b7aff89d450d6acc91ae6d0e9c7,ad15c0ec6aa52015fbb6ecf6eb3537bd500da09c5eb3789f939c8aff533f5a5e,388,64,452,428,64,3.348864,False,,0.0,cot_fs
2026-07-06T12:43:21Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,22,deepseek-chat,0.6,d22269ee8e88228be91dc86731989157e319e1c471465cb673e4d46adc040db3,cdaea76bd3636de0666dc0c6b49f62482fefa9d315cbe73b21eeb6902e72d07b,387,62,449,433,62,3.086885,False,,0.0,cot_fs
2026-07-06T12:43:21Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,21,deepseek-chat,0.6,22cd03d4f4d1a6d37080cb8292094fc9797ab2d5861f8c9ead7bafdd8e89e3c3,f039c420e78404ff03ff216d25a34e192a50a9d8e927d289cc65655d4b003dbb,389,87,476,434,87,3.37563,False,,0.0,cot_fs
2026-07-06T12:43:21Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,23,deepseek-chat,0.6,7aabc5154a1217584f32ecff4064aaf0f7470047380be7e008a5237f3b90a9c7,fa90db782fb5056039ceda1ed1ffef86fa73db1fd089d88feb50d059f103bba8,385,101,486,429,101,3.579272,False,,0.0,cot_fs
2026-07-06T12:43:24Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,24,deepseek-chat,0.6,666db9a77885499bf9f4655303ec05892a0e557574a84c7ffff00f47fbb318ee,164ea8e29f8fe1c9236803f06dc1e43c8972b532c8a1827c0b6b3d0d0e252115,383,70,453,425,70,2.819745,False,,0.0,cot_fs
2026-07-06T12:43:24Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,26,deepseek-chat,0.6,694052ee3c921b65bd5dd462c672d135f039d5de66794df5829e76481e20ce2c,eb275ae5ff86417dfd5fa132c76111c5531d3521283bd85bf5fdfa0c8448609c,390,48,438,439,48,2.234115,False,,0.0,cot_fs
2026-07-06T12:43:24Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,25,deepseek-chat,0.6,f3324501e1cf7e8d803428c9ccc9884fbb3b64abf387f489fe7c7bfa10443e40,193d14b7050758fc99ba2d05bb86fb5b0fc650052cddf073bd1f54c71a52fb79,393,76,469,432,76,2.865601,False,,0.0,cot_fs
2026-07-06T12:43:26Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,27,deepseek-chat,0.6,3257ef0cfebb20a5a2b3461326a7e60a17e50c647c7b78246ae2604b18e3e8c8,8fbb9d3e55f5f596dcea484db6598491f03cf5e98f9e8e1081ac333d81df577e,385,44,429,427,44,2.402619,False,,0.0,cot_fs
2026-07-06T12:43:27Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,28,deepseek-chat,0.6,dd5fc08435d5879df76a8a97ea9776177ede5f21b02220146d5c64328c70a810,71e3f3e5a562b598e6f3034c6fc877115657e9d03a9db4937468011cf20c3637,389,75,464,436,75,3.017426,False,,0.0,cot_fs
2026-07-06T12:43:27Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,29,deepseek-chat,0.6,63d35e97c9cb7b350235830de63155e819c2aa20e1817a06e6af70996bbdda50,d3502a28121ff5b6acc422085510fb6e1763290ba2908e65478b8ca48ffd6a43,389,98,487,430,98,3.261264,False,,0.0,cot_fs
2026-07-06T12:43:27Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,20,deepseek-chat,0.6,e6eed260dd94c42aed804446d720abe88343b148bcdec50682c3900082ca7b3d,bdaa4594970f655c2d0dbd1691b7c4330924bcb36afd4189bf473387ad10ae24,385,461,846,438,461,12.025675,False,,0.0,cot_fs
2026-07-06T12:43:28Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,30,deepseek-chat,0.6,1c2f8d12d69da59580bc8c569c929d493a3200ae17e749eb3c1ce89e4ebbae8d,28002f5c5b85d3e013568bad39c1e746339800e201423b86a5287eaf77992a40,380,52,432,419,52,2.332825,False,,0.0,cot_fs
2026-07-06T12:43:29Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,31,deepseek-chat,0.6,15c8739081ee506772881c5271b4219a7b2ce7f5ef8444612438faa7a6edf6fc,31adc4f0af2001990841b3a963c1162f55dad7da3175b0b638d325268760880c,387,37,424,429,37,2.48052,False,,0.0,cot_fs
2026-07-06T12:43:29Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,33,deepseek-chat,0.6,80e4857bb2df597d6aa1097c164278c80f5d204e8c9b67521369ec3778c0db7f,6fa5ee91395b1d1821a85c5633292d352b239baf9e4054f8c9dc4eab9fcfdbe6,390,34,424,437,34,1.881329,False,,0.0,cot_fs
2026-07-06T12:43:29Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,32,deepseek-chat,0.6,f82d6c3491de1069d38af82d6004653d3fd15a5ff7aa87e9a6a3f8bb609c065d,6018b1fc7a2e98d7489a6409ce95a91e2f7462f923c69b27db1c7f9b701dc16b,388,35,423,430,35,2.36174,False,,0.0,cot_fs
2026-07-06T12:43:31Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,34,deepseek-chat,0.6,2b3a4166ef3101f4b345873a362b84499e81fd05dacc24cc1eba4c259c80dc21,cebf2b78a15061e8dca548bc5dc2629433618f41192e52b720b8647c8e585058,387,66,453,430,66,2.907623,False,,0.0,cot_fs
2026-07-06T12:43:32Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,35,deepseek-chat,0.6,f457aea86873c6d1f2a584dd68d871f1af61d383cbb426ef4ece423043b928f3,1b8693c22a9a9c9644791115c6889320d9cdcb26f4d8cf39a001d4cedf1c68a5,384,74,458,427,74,2.904963,False,,0.0,cot_fs
2026-07-06T12:43:32Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,37,deepseek-chat,0.6,407e2716f2485ad09e7a917df785a6d10cef0249b1e477c9a639d6be441397ac,95793dfdfc5eeaabb8b4f25768807ce6eac810fcf28ba423df55ea39e38869f1,384,74,458,427,74,3.083464,False,,0.0,cot_fs
2026-07-06T12:43:33Z,run_20260630_234631,main,cot_fs,Target,disambiguation_qa,1,36,deepseek-chat,0.6,6f25420d21e7706e7c6b46364f502a55a194ac8c395bd0e0f8ff012b297a98da,b310d29d6d76004fb7749d2d0c2d9a07ca45bcbce1e66cdedee15497008cd3f2,388,73,461,435,73,3.27668,False,,0.0,cot_fs
