timestamp,run_id,suite,method_id,agent_name,task_id,iteration,sample_id,model,temperature,prompt_hash,question_hash,prompt_tokens,completion_tokens,total_tokens,estimated_prompt_tokens,estimated_completion_tokens,latency_seconds,cache_hit,error_type,estimated_cost,method
2026-07-09T13:30:40Z,run_20260709_212917,main,cot_fs,Target,boolean_expressions,1,65,deepseek-chat,0.6,60565e75b76741a25d6ad478b78a820989b20cb425687a7cd40bf993404d7473,4d1647f98b0da0d3c004bf685f72864fe9ba2dcacf991198c1a56b32536e3234,133,4,137,153,4,3.030497,False,,0.0,cot_fs
2026-07-09T13:30:40Z,run_20260709_212917,main,cot_fs,Target,boolean_expressions,1,181,deepseek-chat,0.6,a293cb06f1f8dcdadeed9922fd7984d7e17e734a4a0733c42d2f1909d04b5b00,45aebe4b0fc08a121a916de778281cd72bd40064b0f3f69847e7522afd40ae8a,133,4,137,154,4,3.074202,False,,0.0,cot_fs
2026-07-09T13:30:40Z,run_20260709_212917,main,cot_fs,Target,boolean_expressions,1,208,deepseek-chat,0.6,1108a57551f11918506cc27a08f697267838eca562612012ac6d2d443a3f4da6,5508e5f3f67da36a6d592351c55260940b4592a63c2e0df5552fdd1e1a1dd292,133,4,137,153,4,3.161606,False,,0.0,cot_fs
2026-07-09T13:30:40Z,run_20260709_212917,main,cot_fs,Target,boolean_expressions,1,215,deepseek-chat,0.6,9d5c75ac40ceca72d8b8654b037ee443027f52007eec4ea70e4dba113f8b8811,d0acb8285ec80c06140aa1ce14f2c49f55c79a298824aa2302acb8d85616b37e,133,4,137,152,4,3.178712,False,,0.0,cot_fs
2026-07-09T13:30:43Z,run_20260709_212917,main,cot_fs,Target,boolean_expressions,1,144,deepseek-chat,0.6,4dd79291b0c4cd169c8784a5d64813e6f8928e496fb5b26eb86b0f5894ba4309,8c68a74f2bed8419af071b783189821074ece57144c618ffa3043df78a1ace25,133,4,137,152,4,3.037475,False,,0.0,cot_fs
2026-07-09T13:30:43Z,run_20260709_212917,main,cot_fs,Target,boolean_expressions,1,134,deepseek-chat,0.6,92230f9c7044132c4a226feb9cf44846a1f336322b00124356c4a7c478e83515,0e516a6f49eda8c8b5a1d1c21066e10660d5e4fd6bdac2b898a51d1254de2ecc,133,4,137,152,4,2.955086,False,,0.0,cot_fs
2026-07-09T13:30:43Z,run_20260709_212917,main,cot_fs,Target,boolean_expressions,1,63,deepseek-chat,0.6,b50356ea289929b9f82d941d101e904513c551cb582711ecf70923d38de6f484,b4d8929249216ed51694b2c6ec4877aab407227be6bbef0dbcfbd81cc9c90feb,133,4,137,153,4,3.014283,False,,0.0,cot_fs
2026-07-09T13:30:43Z,run_20260709_212917,main,cot_fs,Target,boolean_expressions,1,109,deepseek-chat,0.6,f626030ac6fb36e28b3fd0b80ea6309ba2c5ac6c9a0792d9354f329777385211,535950c7b6010066ba99933342b17ad5becd25ea1bf91401e373ebd110cd7d42,133,4,137,154,4,3.128854,False,,0.0,cot_fs
2026-07-09T13:30:46Z,run_20260709_212917,main,cot_fs,Target,boolean_expressions,1,242,deepseek-chat,0.6,e92a00bd87748d817e604071a4b027e81e53519b8ffe85c021480a2816a78635,04fd117c79be73747a9634f750816501930274e380ca40baaf79a3195096f5c9,133,4,137,153,4,2.71281,False,,0.0,cot_fs
2026-07-09T13:30:46Z,run_20260709_212917,main,cot_fs,Target,boolean_expressions,1,190,deepseek-chat,0.6,6d1382834f079841443cd45b67b1a463e189051ae28681048ed1e55b92df306c,d2c067740efa55ad2d8b992f1d48e43dcc683c2c4e8a401cc79040d376b3465d,133,4,137,154,4,2.583267,False,,0.0,cot_fs
