timestamp,run_id,suite,method_id,agent_name,task_id,iteration,sample_id,model,temperature,prompt_hash,question_hash,prompt_tokens,completion_tokens,total_tokens,estimated_prompt_tokens,estimated_completion_tokens,latency_seconds,cache_hit,error_type,estimated_cost,method
2026-07-09T06:24:10Z,run_20260709_142043,main,cot_zs,Target,boolean_expressions,1,0,deepseek-chat,0.6,aabe44a9c360bf577548aa763ae4af141985b349c1ce31541252f01da06167d3,22f64385f4f777411b8c13f90edee3f0e69e09d8624f5e2ae57b6564505ffeab,70,4,74,86,4,1.746139,False,,0.0,cot_zs
2026-07-09T06:24:10Z,run_20260709_142043,main,cot_zs,Target,boolean_expressions,1,1,deepseek-chat,0.6,2517b8f420ea98e064bdec6c78aa56e21e5dc0fa7e801cafe0a36c24613138a6,c93e11f8808fd965ed7efe9122b193a5a3c81d9ac7fa60c0d43170c6309c647d,70,4,74,88,4,1.75576,False,,0.0,cot_zs
2026-07-09T06:24:10Z,run_20260709_142043,main,cot_zs,Target,boolean_expressions,1,2,deepseek-chat,0.6,8e602ec5496f86e67e8a1bc84345558de50f21ab1bdcfa0540459755a671d6bb,55abb76c712a60fa0b9cb557cec6e72877d7a18eff09c8f0850c48de0b9f0570,70,4,74,87,4,1.756598,False,,0.0,cot_zs
2026-07-09T06:24:10Z,run_20260709_142043,main,cot_zs,Target,boolean_expressions,1,3,deepseek-chat,0.6,2db1b06a252d9dfe95b93aaf1cc863c24ae7117bf8bb4568642804b790559ffc,71d6318a3510daf170a0a91c93d30927baaa5241ed7842ff89a5253060487a7d,70,4,74,86,4,1.771425,False,,0.0,cot_zs
2026-07-09T06:24:11Z,run_20260709_142043,main,cot_zs,Target,boolean_expressions,1,4,deepseek-chat,0.6,69474cb66d51cf968575ad17882cd6fa501f5150185b26fc5792faabec51e257,ee5de3938ccf524aaf0d390f4910b8d0df3a9b970bc387d5402111f554fe2b34,70,4,74,84,4,0.957112,False,,0.0,cot_zs
2026-07-09T06:24:11Z,run_20260709_142043,main,cot_zs,Target,boolean_expressions,1,7,deepseek-chat,0.6,7d6dcc563a9069d810162605a12ba31c5057da336ff7e94ed960a9860089f7ac,d40be0ea5ca445e8b9d943414681abd95de0e55ee675be97897eb453abde81ba,70,4,74,87,4,0.980714,False,,0.0,cot_zs
2026-07-09T06:24:11Z,run_20260709_142043,main,cot_zs,Target,boolean_expressions,1,6,deepseek-chat,0.6,2510da20508c7896ad17448e6b8a1a96779c193fa9c6c53a2367b538be2ad4c6,84cd902bea9bfe21e478fd2da64e06eed474ba7a0b947c89474dd3e810f65145,70,4,74,87,4,1.035628,False,,0.0,cot_zs
2026-07-09T06:24:12Z,run_20260709_142043,main,cot_zs,Target,boolean_expressions,1,5,deepseek-chat,0.6,83f198c2fca854ede82939552fa54ec83615b1410bb4b75a584e16d935de24d6,0153827826ddaa68819f939c08f0656ebdff8036ae3f25eb00e3a0f92d4ec11c,70,4,74,85,4,1.622124,False,,0.0,cot_zs
2026-07-09T06:24:12Z,run_20260709_142043,main,cot_zs,Target,boolean_expressions,1,8,deepseek-chat,0.6,8ee211334d272cc01bef88049c451d5b622db676c4d8d39295e2ec487e0e334a,1515b5cfaee54feb5090d5af4dd3b74c5e6eb0d782244b23db84315c72e13e96,70,4,74,86,4,1.236453,False,,0.0,cot_zs
2026-07-09T06:24:13Z,run_20260709_142043,main,cot_zs,Target,boolean_expressions,1,9,deepseek-chat,0.6,75b80ae7f2d19586abb14c1574109d13469b6887f693dacb122f11e6c66c34ff,b2f2ad301d62227fff93a33e3bf436d86b1155136630d60d39c4563816888d12,70,4,74,87,4,1.512855,False,,0.0,cot_zs
2026-07-09T06:24:13Z,run_20260709_142043,main,cot_zs,Target,boolean_expressions,1,10,deepseek-chat,0.6,c2011f2e0e81cb680294543190a71235d02c3ada3fdec5a6860bbeade494e97a,cecbc6a6b636c70f7fda4a47d6ec95e102fe0be40e90a8247dd8a5788358b927,70,4,74,85,4,1.599964,False,,0.0,cot_zs
