timestamp,run_id,suite,method_id,agent_name,task_id,iteration,sample_id,model,temperature,prompt_hash,question_hash,prompt_tokens,completion_tokens,total_tokens,estimated_prompt_tokens,estimated_completion_tokens,latency_seconds,cache_hit,error_type,estimated_cost,method
2026-07-09T07:51:06Z,run_20260709_142043,main,cot_fs,Target,formal_fallacies,1,2,deepseek-chat,0.6,fafd42153d560dc951ec0af89c688bde570c063b34a39e77177071dd219f90d4,391cda635bd2b8f733dfbba34f5a5380d2155b96e7fa3c08eeb57b7094bd760b,581,4,585,662,4,2.522001,False,,0.0,cot_fs
2026-07-09T07:51:07Z,run_20260709_142043,main,cot_fs,Target,formal_fallacies,1,0,deepseek-chat,0.6,e68e7d2565fa32253f546d530c9b6e581590865ba8c7dcf8f863833773dac9ca,a7d54e0e5861a0f6def2ebd3f51b7302e52e1574d14e78aa14fda47dc5bda322,570,4,574,660,4,2.678791,False,,0.0,cot_fs
2026-07-09T07:51:07Z,run_20260709_142043,main,cot_fs,Target,formal_fallacies,1,3,deepseek-chat,0.6,391c1d9bc8a2fd573ff5b1cdfc1d10ce8bf480c87a915f992a7d644c69568806,835ad7007ee048090b23cc0d947c1703c150e897410902c71ec4c010eb0363c4,537,4,541,612,4,2.6849,False,,0.0,cot_fs
2026-07-09T07:51:08Z,run_20260709_142043,main,cot_fs,Target,formal_fallacies,1,6,deepseek-chat,0.6,73b020efb17c3fd4a8c9d72160ca212776baa0be2edd268d9d4c9e412c30c432,64e16cc50047b816b456e784c0578592d9a08410692c1065afec2299e5266484,603,4,607,696,4,1.86373,False,,0.0,cot_fs
2026-07-09T07:51:09Z,run_20260709_142043,main,cot_fs,Target,formal_fallacies,1,4,deepseek-chat,0.6,dcac09642fec268301541430231077e19f5e331243bab6178390973a2c7e0dea,5b1e495acc40f68cd30285ddbc2855f2685d234700d626c16f744a7b9fe71537,583,4,587,658,4,2.539472,False,,0.0,cot_fs
2026-07-09T07:51:10Z,run_20260709_142043,main,cot_fs,Target,formal_fallacies,1,7,deepseek-chat,0.6,6144669a17d985fb761adee8ce230a803cc6b9197a812b5fbb92f150b9bcb55f,2e137f3e2e73b7aa1df1f03bb34ed55abe807a3f470e63b31d3c782a96fb264f,620,4,624,673,4,1.753945,False,,0.0,cot_fs
2026-07-09T07:51:11Z,run_20260709_142043,main,cot_fs,Target,formal_fallacies,1,5,deepseek-chat,0.6,be77005bccbe6be1b377c680b1cece4d151ee4748b9c22176554317a6793041e,509db61c7a57d5493322eb34c248675155581590b7fa316f221a094d22ebb6c8,561,4,565,636,4,4.170619,False,,0.0,cot_fs
2026-07-09T07:51:11Z,run_20260709_142043,main,cot_fs,Target,formal_fallacies,1,1,deepseek-chat,0.6,3e99efb64d8c9e04d80f30932191b783104e36b20f7a1411380dbbdacadf7175,32e90440a21a81acaacd017b239a4a8162e65ff8d197c74827c2061e8c2ceef1,573,4,577,660,4,7.472721,False,,0.0,cot_fs
2026-07-09T07:51:12Z,run_20260709_142043,main,cot_fs,Target,formal_fallacies,1,9,deepseek-chat,0.6,954753e6f42c383e32c953bdd9d237ee0d2fbe7532bf82291e80976be054572f,b101c7886c7f616618cfc80a2ee930e15a249e768f89a355274341604a08366c,580,4,584,672,4,1.512501,False,,0.0,cot_fs
2026-07-09T07:51:13Z,run_20260709_142043,main,cot_fs,Target,formal_fallacies,1,8,deepseek-chat,0.6,da31095abe108c246fa7d4b94577c8049a83a39ac6e6623d6e4da5eb028d68c0,27fe13572801b033e447478524e4d9b6b3640ac9483edd509d5ba2172e0e26bc,539,4,543,606,4,4.246399,False,,0.0,cot_fs
