timestamp,run_id,suite,method_id,agent_name,task_id,iteration,sample_id,model,temperature,prompt_hash,question_hash,prompt_tokens,completion_tokens,total_tokens,estimated_prompt_tokens,estimated_completion_tokens,latency_seconds,cache_hit,error_type,estimated_cost,method
2026-07-09T14:14:20Z,run_20260709_212917,main,origin,Student,formal_fallacies,0,,deepseek-chat,0.6,94ba1e69e637216369b273ffd25aa155ed8fa1ed7f3cf09e2fe67a7780f4cf59,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,274,68,342,352,68,3.79041,False,,0.0,initial_prompt
2026-07-09T14:14:22Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,65,deepseek-chat,0.6,a6c05ad736c1c7cb3b6c80d491ebb35f02ebd45ebd52e74908336d4fa89e4c84,a14088f9a027cb7e59133c047f137cb05d443036b7a3e402e68717ad27f55394,216,1,217,260,1,1.809195,False,,0.0,origin
2026-07-09T14:14:24Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,144,deepseek-chat,0.6,edc2220831da2ce50d4e216ae4a2fe65e954356512bfa359451b9edaa9b7bc50,93bd39ed19afa1c70c7f69a70dc8eba93a7220e5a7e15d53be558e0220184428,251,1,252,285,1,1.893477,False,,0.0,origin
2026-07-09T14:14:24Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,208,deepseek-chat,0.6,e219cc3d8b7ad31549db5889bf528414967e3981f81b36193bffe9194c5f222f,75e1bf409cce521483f7b4481c44419e5976a7be8cae7c1a4568a34b8d272629,177,1,178,214,1,3.716907,False,,0.0,origin
2026-07-09T14:14:24Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,181,deepseek-chat,0.6,adf5297630f2317e9f389bb6859e8895119a801036183a7f71df4c4de07b8a59,2ef1ae30039a3ff956f6abdbb8c9419070e6311027e4886449edc3265799d3da,196,1,197,229,1,3.720663,False,,0.0,origin
2026-07-09T14:14:24Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,215,deepseek-chat,0.6,e2d8b4e58c38c2d7d306dc16553f9c9b13c8f25c686940070927ae423d9b6b29,81294a3a7102eca74b19709749f87410ed757f8dd348f6bcf2515698bd85ed20,231,1,232,275,1,3.800755,False,,0.0,origin
2026-07-09T14:14:26Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,134,deepseek-chat,0.6,329c9d0eac778c0068f32a2241bb6bad479cec168f0e6c72a2a183bd377495b3,6eeaa5a29bf54ff7c6b402bb4d19ce76da2beb2d068c4baef51913bbf301d7e9,219,1,220,276,1,1.914995,False,,0.0,origin
2026-07-09T14:14:26Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,109,deepseek-chat,0.6,4505951fd40cac2e88aa69565cb110fa50930c886841789d474d1553df45f365,2a1bf4622b1f55618cefe850f17c8c8c7d0a9208c0b8b533b6c24601b5958090,291,1,292,341,1,1.95554,False,,0.0,origin
2026-07-09T14:14:26Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,242,deepseek-chat,0.6,6bf82f156b6ef9d2bbe72c64fec99c06ffe56d0066ba9d82ad1d63e257a47034,2f70f95c6a73dbf9292a1009ba92fb963435d8c20295b3906028853c2eed9568,249,1,250,296,1,2.208083,False,,0.0,origin
2026-07-09T14:14:26Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,63,deepseek-chat,0.6,4ac81c18f579150be3deec26c1efdc89a3732ab352d79f82c875678503689fba,dbaac317feadb2393f4ad6bbecd8b2b6c18ceff6bb815f74191c9fb829eb7686,208,1,209,238,1,2.289948,False,,0.0,origin
2026-07-09T14:14:27Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,36,deepseek-chat,0.6,f9f4cf466a72d9488027f17ae7e5ecf109a73c4b9a7d75c1074adbca73bbac15,14e46e825680e40bc216c12eff58a6c6ff0a6376e2754a1b6552768a7ed9eb13,210,1,211,253,1,1.44105,False,,0.0,origin
2026-07-09T14:14:27Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,101,deepseek-chat,0.6,5154d69cdae897b4d650400669328ddbae5f6dfcb30e4bcf26e6e85c871428f0,8ca90afb751e9c0d4e0405f89065f6dac8d2cdf2689a83e01e45825a895fa4c4,234,1,235,265,1,1.407326,False,,0.0,origin
2026-07-09T14:14:28Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,193,deepseek-chat,0.6,e444c7cc15c226ab75db780e23e8c775a1d7849c2e55b665d66e3814d79383aa,33e4f99a9c45c35eff796a856bdb5d132204675846a2d05578305cd2821eeb31,221,1,222,264,1,1.879673,False,,0.0,origin
2026-07-09T14:14:28Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,190,deepseek-chat,0.6,83508d3dd0613ab26a4a25c2cfffba625918588e65de7acf0d730dfc41244ecd,c4a6d71d1d347128fc94e6c11cb63e8f53c8978716bcf9207c924ae53197708e,265,1,266,304,1,1.522048,False,,0.0,origin
2026-07-09T14:14:29Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,127,deepseek-chat,0.6,44e4dd2846ce65329f04078551a78a264b6855a1c6e22e5409fa1a4422f680df,3b825030af4f3bc56355493dde1070183df42582ad1e79cf2ee9c4dff019594a,238,1,239,282,1,1.494129,False,,0.0,origin
2026-07-09T14:14:29Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,185,deepseek-chat,0.6,70db49e6c7ae686dda2db89490711f2ece865d2481bf78b6f3390edc6485f444,eaf4a9a06b01d75ef02b47002d0fc3b4e74bc020cb3bf22f4125a009c15b8e3e,181,1,182,220,1,1.500527,False,,0.0,origin
2026-07-09T14:14:29Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,145,deepseek-chat,0.6,622bb71d22440e76d9cd9f3a628e42d87cb8731ffcbe7bc4ebf6bf19b3d084f0,1b89d63ebbf4bbdaf43bc1eb3684b8c45568e259964c315a8694981351b4f18b,226,1,227,272,1,1.942422,False,,0.0,origin
2026-07-09T14:14:30Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,54,deepseek-chat,0.6,1d4fc02390160fe1d38c941fd0c0252dce37e9b89dc8bb947418fc6ad301328f,0d989618cb3f73c20f8049e5afea4e401c8514854c32734fe9e45ae2c07b90d1,235,1,236,288,1,2.031609,False,,0.0,origin
2026-07-09T14:14:31Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,16,deepseek-chat,0.6,2ec558b95266b33fe6dd21a51d40dec0cf4722c45fd2a16801fe0635e89c4a32,77b6d262d50745b896798a68c01cada84e01850a6899c367764a852e371113e8,250,1,251,304,1,2.416189,False,,0.0,origin
2026-07-09T14:14:31Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,80,deepseek-chat,0.6,a956a26749e82be8433e40dcf7b6acf6e623d5a7989c2a37997867a1caccc826,ebbe1509a0090ece566f0c4f623a836793f5f017b9152cdfe49ee7cd0a9e396d,221,1,222,262,1,1.676142,False,,0.0,origin
2026-07-09T14:14:31Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,161,deepseek-chat,0.6,7a542d7269417cc1b6ce19e1146ca7800a75ba6ad5502ba82029b29b836673e8,0e8308cec920a6cfe1eb11b5cacec8bbb1233e45cd6dd80f32a3cd8e98b22b18,274,1,275,297,1,2.406872,False,,0.0,origin
2026-07-09T14:14:31Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,102,deepseek-chat,0.6,225f6c74fa3479a75cf64db495df028b7fa60c831667b62b4e074ff0aabbfe94,8891025887f2414327f071153263eaca98d8ca088b2c7f1555863f41e123f51a,237,1,238,289,1,1.960546,False,,0.0,origin
2026-07-09T14:14:33Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,232,deepseek-chat,0.6,8d0668b17e6e3aa9215dc51a4ef6071235aa6b15739e6d3f42af5a5a23457dc4,c6b4157492c7ad2603c15b5b2f42950c8505261aa5e5ef277b873b8d7ba75594,224,1,225,263,1,1.726891,False,,0.0,origin
2026-07-09T14:14:33Z,run_20260709_212917,main,origin,Target,formal_fallacies,0,83,deepseek-chat,0.6,8b5b3dc88a9c5dbad1598608392c31322e59b333c7304bd0760fabe81914b5b7,2f0419baa3193c6fcb5bfdf13eddf19c4bc83ea86f3bf886366ca7e6c2e75d90,218,1,219,246,1,1.506388,False,,0.0,origin
